gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_sh4	fpkm_sh5	fpkm_sicon	fpkm_diff_sh4	fpkm_diff_sh5
ENSG00000108091	CCDC6	3	0	3	16.78	18.4	19.7	2.92	1.3
ENSG00000173267	SNCG	3	0	3	1.14	0.71	2.04	0.9	1.33
ENSG00000021300	PLEKHB1	3	0	3	101.5	65.78	105.51	4.01000000000001	39.73
ENSG00000214756	CSKMT	3	0	3	6.58	5.98	8.81	2.23	2.83
ENSG00000260233	ZNRD2-AS1	3	0	3	2.15	2.21	3.27	1.12	1.06
ENSG00000173465	ZNRD2	3	0	3	40.91	59.18	78.88	37.97	19.7
ENSG00000255561	FDXACB1	3	0	3	0.93	1.07	1.17	0.24	0.0999999999999999
ENSG00000172269	DPAGT1	3	0	3	20.01	28.84	32.44	12.43	3.6
ENSG00000167770	OTUB1	3	0	3	49.24	43.82	50.73	1.48999999999999	6.91
ENSG00000246067	RAB30-DT	3	0	3	7.32	6.07	8.02	0.699999999999999	1.95
ENSG00000168061	SAC3D1	3	0	3	12.4	13.37	14.69	2.29	1.32
ENSG00000174871	CNIH2	3	0	3	5.23	4.1	5.82	0.59	1.72
ENSG00000174903	RAB1B	3	0	3	103.34	224.67	251.75	148.41	27.08
ENSG00000160703	NLRX1	3	0	3	8.47	8.37	16.06	7.59	7.69
ENSG00000183242	WT1-AS	3	0	3	0.63	0.51	0.96	0.33	0.45
ENSG00000167987	VPS37C	3	0	3	24.63	23.05	30.98	6.35	7.93
ENSG00000149577	SIDT2	3	0	3	18.56	18.1	19.91	1.35	1.81
ENSG00000174669	SLC29A2	3	0	3	16.54	19.57	23.3	6.76	3.73
ENSG00000247151	CSTF3-DT	3	0	3	0.55	0.53	0.71	0.16	0.18
ENSG00000196465	MYL6B	3	0	3	32.32	27.09	32.92	0.600000000000001	5.83
ENSG00000258017	AC011603.3	3	0	3	583.25	287.88	645.65	62.4	357.77
ENSG00000120833	SOCS2	3	0	3	6.91	12.78	15.11	8.2	2.33
ENSG00000135108	FBXO21	3	0	3	10.62	10.58	10.93	0.31	0.35
ENSG00000256152	AC027290.2	3	0	3	6.85	8.54	11.54	4.69	3
ENSG00000050426	LETMD1	3	0	3	35.15	34.27	43.7	8.55	9.43
ENSG00000111785	RIC8B	3	0	3	2.96	2.97	3.88	0.92	0.91
ENSG00000172572	PDE3A	3	0	3	0.11	0.23	0.41	0.3	0.18
ENSG00000110888	CAPRIN2	3	0	3	16.69	12.74	18.09	1.4	5.35
ENSG00000139182	CLSTN3	3	0	3	29.36	29.93	30.71	1.35	0.780000000000001
ENSG00000226091	LINC00937	3	0	3	0.67	0.07	1.08	0.41	1.01
ENSG00000285517	AC010198.2	3	0	3	0.4	0.1	0.48	0.08	0.38
ENSG00000110881	ASIC1	3	0	3	9.53	13.71	13.72	4.19	0.00999999999999979
ENSG00000227258	SMIM2-AS1	3	0	3	0.63	0.2	0.89	0.26	0.69
ENSG00000134864	GGACT	3	0	3	2.3	1.34	2.68	0.38	1.34
ENSG00000133083	DCLK1	3	0	3	0.02	0.14	0.21	0.19	0.07
ENSG00000134900	TPP2	3	0	3	18.75	19.71	20.08	1.33	0.369999999999997
ENSG00000234911	TEX21P	3	0	3	0.2	0.54	0.66	0.46	0.12
ENSG00000257365	FNTB	3	0	3	7.22	5.95	7.41	0.19	1.46
ENSG00000129514	FOXA1	3	0	3	141.51	172.75	175.2	33.69	2.44999999999999
ENSG00000225210	DUXAP9	3	0	3	14.66	17.23	17.8	3.14	0.57
ENSG00000100968	NFATC4	3	0	3	1.03	0.81	1.15	0.12	0.34
ENSG00000157306	ZFHX2-AS1	3	0	3	1.92	2.99	3.11	1.19	0.12
ENSG00000166126	AMN	3	0	3	0.22	0.32	0.38	0.16	0.06
ENSG00000185650	ZFP36L1	3	0	3	58.1	38.93	80.42	22.32	41.49
ENSG00000176165	FOXG1	3	0	3	4.13	2.3	4.3	0.17	2
ENSG00000285205	AL121612.2	3	0	3	0.69	0.53	0.79	0.1	0.26
ENSG00000254692	AL136295.1	3	0	3	2.32	2.53	5.34	3.02	2.81
ENSG00000140497	SCAMP2	3	0	3	22.09	38.1	56.25	34.16	18.15
ENSG00000184508	HDDC3	3	0	3	16.47	16.1	20.34	3.87	4.24
ENSG00000187446	CHP1	3	0	3	65.84	63.5	67.04	1.2	3.54000000000001
ENSG00000247556	OIP5-AS1	3	0	3	20.66	20.41	20.71	0.0500000000000007	0.300000000000001
ENSG00000140534	TICRR	3	0	3	9.37	9.24	11.45	2.08	2.21
ENSG00000198838	RYR3	3	0	3	0.34	1.02	1.71	1.37	0.69
ENSG00000159337	PLA2G4D	3	0	3	4.35	4.05	4.84	0.49	0.79
ENSG00000171016	PYGO1	3	0	3	4.45	4.75	5.59	1.14	0.84
ENSG00000242498	ARPIN	3	0	3	1.69	2.24	2.64	0.95	0.4
ENSG00000157483	MYO1E	3	0	3	15.83	24.63	25.41	9.58	0.780000000000001
ENSG00000284626	AC091167.7	3	0	3	0.39	0.34	0.41	0.02	0.07
ENSG00000179361	ARID3B	3	0	3	2.49	2.42	4.51	2.02	2.09
ENSG00000103852	TTC23	3	0	3	4.84	5.28	6.52	1.68	1.24
ENSG00000140279	DUOX2	3	0	3	0.05	0.04	0.06	0.01	0.02
ENSG00000260213	AC092718.2	3	0	3	0.45	0.22	0.61	0.16	0.39
ENSG00000102934	PLLP	3	0	3	27.97	17.76	33.79	5.82	16.03
ENSG00000172828	CES3	3	0	3	2.66	4.16	5.35	2.69	1.19
ENSG00000127561	SYNGR3	3	0	3	9.45	14.87	14.98	5.53	0.110000000000001
ENSG00000140854	KATNB1	3	0	3	21.85	20.87	23.06	1.21	2.19
ENSG00000258839	MC1R	3	0	3	1.4	1.63	2.54	1.14	0.91
ENSG00000177508	IRX3	3	0	3	7.67	7.08	11.18	3.51	4.1
ENSG00000070761	CFAP20	3	0	3	33.43	21.11	34.74	1.31	13.63
ENSG00000265690	AC074143.1	3	0	3	4.26	3.79	6.86	2.6	3.07
ENSG00000140632	GLYR1	3	0	3	39.76	42.13	44.7	4.94	2.57
ENSG00000099377	HSD3B7	3	0	3	8.46	18.48	21.94	13.48	3.46
ENSG00000150281	CTF1	3	0	3	0.18	0.06	0.22	0.04	0.16
ENSG00000102870	ZNF629	3	0	3	1.24	0.88	1.89	0.65	1.01
ENSG00000149925	ALDOA	3	0	3	1575.27	1448.15	1837.01	261.74	388.86
ENSG00000103415	HMOX2	3	0	3	24.18	21.84	27.8	3.62	5.96
ENSG00000166676	TVP23A	3	0	3	0.46	0.18	0.47	0.00999999999999995	0.29
ENSG00000103274	NUBP1	3	0	3	26.93	20.71	27.61	0.68	6.9
ENSG00000260111	AC012184.1	3	0	3	0.14	0.28	0.94	0.8	0.66
ENSG00000103316	CRYM	3	0	3	0.55	0.44	0.93	0.38	0.49
ENSG00000156858	PRR14	3	0	3	32.74	37.71	64.98	32.24	27.27
ENSG00000205084	TMEM231	3	0	3	6.44	7.9	9.03	2.59	1.13
ENSG00000168488	ATXN2L	3	0	3	82.35	75.2	121.2	38.85	46
ENSG00000103404	USP31	3	0	3	3.51	3.75	4.09	0.58	0.34
ENSG00000122390	NAA60	3	0	3	27.09	23.97	40.23	13.14	16.26
ENSG00000170310	STX8	3	0	3	53.89	53.5	56	2.11	2.5
ENSG00000262873	AC127496.5	3	0	3	0.31	0.22	0.58	0.27	0.36
ENSG00000170921	TANC2	3	0	3	5.52	6.42	6.6	1.08	0.18
ENSG00000278259	MYO19	3	0	3	50.89	54.58	62.22	11.33	7.64
ENSG00000264548	AC132872.2	3	0	3	0.2	0.11	0.3	0.1	0.19
ENSG00000185269	NOTUM	3	0	3	0.12	0.27	0.35	0.23	0.08
ENSG00000161526	SAP30BP	3	0	3	45.01	41	47.39	2.38	6.39
ENSG00000154945	ANKRD40	3	0	3	11.57	14.55	15.7	4.13	1.15
ENSG00000108848	LUC7L3	3	0	3	73.46	66.6	74.13	0.670000000000002	7.53
ENSG00000171475	WIPF2	3	0	3	17.21	21.73	23.89	6.68	2.16
ENSG00000179111	HES7	3	0	3	1.02	0.74	1.53	0.51	0.79
ENSG00000179029	TMEM107	3	0	3	12.14	17.2	18.12	5.98	0.920000000000002
ENSG00000219200	RNASEK	3	0	3	181.8	203.94	209.34	27.54	5.40000000000001
ENSG00000005882	PDK2	3	0	3	31.36	31.13	40.29	8.93	9.16
ENSG00000167280	ENGASE	3	0	3	6.44	5.99	7.1	0.659999999999999	1.11
ENSG00000108819	PPP1R9B	3	0	3	24.05	25.16	28.23	4.18	3.07
ENSG00000072778	ACADVL	3	0	3	419.17	417	426.45	7.27999999999997	9.44999999999999
ENSG00000108963	DPH1	3	0	3	20.16	23.3	33.09	12.93	9.79
ENSG00000161905	ALOX15	3	0	3	73.93	69.11	78.75	4.81999999999999	9.64
ENSG00000167925	GHDC	3	0	3	6.37	9.89	11.35	4.98	1.46
ENSG00000108654	DDX5	3	0	3	198.33	186.57	224.53	26.2	37.96
ENSG00000267302	RNFT1-DT	3	0	3	0.41	0.83	1.62	1.21	0.79
ENSG00000108349	CASC3	3	0	3	59.88	44.75	64.84	4.96	20.09
ENSG00000267002	AC060780.1	3	0	3	4.16	4.73	5.89	1.73	1.16
ENSG00000176014	TUBB6	3	0	3	20.53	19.72	21.65	1.12	1.93
ENSG00000101574	METTL4	3	0	3	5.17	2.23	5.31	0.14	3.08
ENSG00000066926	FECH	3	0	3	82.74	82.32	104.46	21.72	22.14
ENSG00000101638	ST8SIA5	3	0	3	0.18	0.26	0.39	0.21	0.13
ENSG00000141668	CBLN2	3	0	3	0.72	1.58	1.61	0.89	0.03
ENSG00000099326	MZF1	3	0	3	16.22	14.62	16.23	0.0100000000000016	1.61
ENSG00000105364	MRPL4	3	0	3	66.56	91.59	119.4	52.84	27.81
ENSG00000125744	RTN2	3	0	3	9.04	8.18	16.53	7.49	8.35
ENSG00000171443	ZNF524	3	0	3	12.41	12.56	14.67	2.26	2.11
ENSG00000177045	SIX5	3	0	3	3.73	2.99	9.02	5.29	6.03
ENSG00000284491	THSD8	3	0	3	49.31	33.71	54.61	5.3	20.9
ENSG00000173875	ZNF791	3	0	3	7.32	8.53	8.7	1.38	0.17
ENSG00000178982	EIF3K	3	0	3	239.03	244.2	255.68	16.65	11.48
ENSG00000176182	MYPOP	3	0	3	5.24	4.57	7.4	2.16	2.83
ENSG00000174586	ZNF497	3	0	3	1.23	1.98	2.01	0.78	0.0299999999999998
ENSG00000171954	CYP4F22	3	0	3	0.04	0.07	0.11	0.07	0.04
ENSG00000037757	MRI1	3	0	3	14.6	12.36	18.6	4	6.24
ENSG00000188283	ZNF383	3	0	3	1.21	1.45	2.49	1.28	1.04
ENSG00000171236	LRG1	3	0	3	13.41	18.9	23.15	9.74	4.25
ENSG00000072958	AP1M1	3	0	3	28.23	24.08	28.84	0.609999999999999	4.76
ENSG00000099785	MARCHF2	3	0	3	22.1	17.07	22.58	0.479999999999997	5.51
ENSG00000254858	MPV17L2	3	0	3	10.18	16.33	19.84	9.66	3.51
ENSG00000268650	AC005759.1	3	0	3	1.3	0.81	2.41	1.11	1.6
ENSG00000197380	DACT3	3	0	3	0.92	0.99	1.17	0.25	0.18
ENSG00000279529	AC008764.8	3	0	3	0.43	0.28	0.46	0.03	0.18
ENSG00000268087	AC008764.2	3	0	3	1.15	2.43	2.5	1.35	0.0699999999999998
ENSG00000198300	PEG3	3	0	3	0.44	0.27	0.58	0.14	0.31
ENSG00000104899	AMH	3	0	3	1.44	1.63	2.42	0.98	0.79
ENSG00000188039	NWD1	3	0	3	0.11	0.1	0.12	0.01	0.02
ENSG00000269352	PTOV1-AS2	3	0	3	5.29	4.5	8.14	2.85	3.64
ENSG00000105373	NOP53	3	0	3	86.88	98.76	107.28	20.4	8.52
ENSG00000125740	FOSB	3	0	3	0.21	0.11	0.53	0.32	0.42
ENSG00000115568	ZNF142	3	0	3	10.83	9.01	14.76	3.93	5.75
ENSG00000170577	SIX2	3	0	3	0.26	0.86	1.14	0.88	0.28
ENSG00000128641	MYO1B	3	0	3	4.98	3.89	7.08	2.1	3.19
ENSG00000224090	AC097468.1	3	0	3	0.24	0.23	0.32	0.08	0.09
ENSG00000065802	ASB1	3	0	3	8.22	8.58	9.13	0.91	0.550000000000001
ENSG00000226312	CFLAR-AS1	3	0	3	0.4	0.68	0.76	0.36	0.08
ENSG00000196151	WDSUB1	3	0	3	1.11	1.1	1.2	0.0899999999999999	0.0999999999999999
ENSG00000196141	SPATS2L	3	0	3	13.38	13.79	20.84	7.46	7.05
ENSG00000163492	CCDC141	3	0	3	0.08	0.12	0.29	0.21	0.17
ENSG00000115806	GORASP2	3	0	3	46.74	53.44	56.82	10.08	3.38
ENSG00000152527	PLEKHH2	3	0	3	0.34	0.23	0.52	0.18	0.29
ENSG00000115649	CNPPD1	3	0	3	13.49	13.22	16.58	3.09	3.36
ENSG00000162971	TYW5	3	0	3	1.75	1.39	1.94	0.19	0.55
ENSG00000115204	MPV17	3	0	3	62.95	76.4	83.06	20.11	6.66
ENSG00000035115	SH3YL1	3	0	3	3.79	6.04	7.63	3.84	1.59
ENSG00000229951	AC104695.2	3	0	3	0.17	0.32	0.39	0.22	0.07
ENSG00000163060	TEKT4	3	0	3	1.43	0.53	2.01	0.58	1.48
ENSG00000114993	RTKN	3	0	3	21.59	19.56	28.42	6.83	8.86
ENSG00000163006	CCDC138	3	0	3	5.34	6.03	6.14	0.8	0.109999999999999
ENSG00000163803	PLB1	3	0	3	0.24	0.25	0.31	0.07	0.06
ENSG00000157992	KRTCAP3	3	0	3	23.27	29.99	30.39	7.12	0.400000000000002
ENSG00000172071	EIF2AK3	3	0	3	12.14	15.22	16.93	4.79	1.71
ENSG00000125637	PSD4	3	0	3	6.98	8.04	9.25	2.27	1.21
ENSG00000115966	ATF2	3	0	3	15.74	14.39	18.39	2.65	4
ENSG00000072135	PTPN18	3	0	3	34.79	35	53.31	18.52	18.31
ENSG00000243244	STON1	3	0	3	1.42	0.79	1.44	0.02	0.65
ENSG00000187514	PTMA	3	0	3	930.32	591.56	1102.64	172.32	511.08
ENSG00000123989	CHPF	3	0	3	22.85	24.91	34.88	12.03	9.97
ENSG00000231609	AC007098.1	3	0	3	0.67	0.31	0.68	0.01	0.37
ENSG00000235092	ID2-AS1	3	0	3	0.36	0.12	0.4	0.04	0.28
ENSG00000196476	C20orf96	3	0	3	10.65	12.3	13.44	2.79	1.14
ENSG00000088876	ZNF343	3	0	3	2.9	2.99	3.01	0.11	0.0199999999999996
ENSG00000124243	BCAS4	3	0	3	2.76	2.9	4.05	1.29	1.15
ENSG00000198959	TGM2	3	0	3	2.48	2.69	3.74	1.26	1.05
ENSG00000101019	UQCC1	3	0	3	3.66	4.08	4.83	1.17	0.75
ENSG00000213742	ZNF337-AS1	3	0	3	6.51	6.8	8.39	1.88	1.59
ENSG00000088826	SMOX	3	0	3	3.6	4.08	4.36	0.76	0.28
ENSG00000101181	MTG2	3	0	3	29.7	26.63	31.11	1.41	4.48
ENSG00000158480	SPATA2	3	0	3	3.86	6.98	9.12	5.26	2.14
ENSG00000234509	AP000253.1	3	0	3	0.13	0.12	0.16	0.03	0.04
ENSG00000159147	DONSON	3	0	3	5.78	5.26	6.06	0.279999999999999	0.8
ENSG00000182362	YBEY	3	0	3	4.17	5.71	6.11	1.94	0.4
ENSG00000234409	CCDC188	3	0	3	0.16	0.19	0.22	0.06	0.03
ENSG00000228839	PIK3IP1-AS1	3	0	3	1.5	0.72	2.09	0.59	1.37
ENSG00000100156	SLC16A8	3	0	3	0.3	0.05	0.38	0.08	0.33
ENSG00000093072	ADA2	3	0	3	0.34	0.57	1.13	0.79	0.56
ENSG00000196236	XPNPEP3	3	0	3	9.05	11.32	11.75	2.7	0.43
ENSG00000100393	EP300	3	0	3	16.51	21.24	21.58	5.07	0.34
ENSG00000128309	MPST	3	0	3	54.6	46.13	58.25	3.65	12.12
ENSG00000163666	HESX1	3	0	3	0.98	0.55	1.16	0.18	0.61
ENSG00000241288	LINC02614	3	0	3	2.31	1.28	2.9	0.59	1.62
ENSG00000181722	ZBTB20	3	0	3	1.41	1.23	2.16	0.75	0.93
ENSG00000244607	CCDC13	3	0	3	0.16	0.15	0.46	0.3	0.31
ENSG00000272721	AC131235.3	3	0	3	1.93	1.41	2.52	0.59	1.11
ENSG00000186792	HYAL3	3	0	3	6.51	6.94	8.78	2.27	1.84
ENSG00000243477	NAA80	3	0	3	11.82	14.47	18.28	6.46	3.81
ENSG00000189283	FHIT	3	0	3	3.2	4.01	4.15	0.95	0.140000000000001
ENSG00000232233	LINC02043	3	0	3	0.12	0.16	0.2	0.08	0.04
ENSG00000144868	TMEM108	3	0	3	0.4	0.28	0.8	0.4	0.52
ENSG00000181788	SIAH2	3	0	3	20.12	17.92	21.31	1.19	3.39
ENSG00000125046	SSUH2	3	0	3	0.28	0.45	0.83	0.55	0.38
ENSG00000250151	ARPC4-TTLL3	3	0	3	0.77	0.66	2.45	1.68	1.79
ENSG00000164061	BSN	3	0	3	0.12	0.15	0.34	0.22	0.19
ENSG00000163584	RPL22L1	3	0	3	206.79	181.73	207.13	0.340000000000003	25.4
ENSG00000242759	LINC00882	3	0	3	0.71	0.16	0.72	0.01	0.56
ENSG00000228791	THRB-AS1	3	0	3	0.24	0.36	0.66	0.42	0.3
ENSG00000172578	KLHL6	3	0	3	0.08	0.03	0.16	0.08	0.13
ENSG00000163682	RPL9	3	0	3	96.06	99.93	118.53	22.47	18.6
ENSG00000245958	AC093752.1	3	0	3	5.29	5.11	6.15	0.86	1.04
ENSG00000155275	TRMT44	3	0	3	2.37	3.63	5.05	2.68	1.42
ENSG00000198515	CNGA1	3	0	3	0.7	0.16	0.98	0.28	0.82
ENSG00000002587	HS3ST1	3	0	3	0.78	0.98	1.79	1.01	0.81
ENSG00000138785	INTS12	3	0	3	13.58	14.51	15.63	2.05	1.12
ENSG00000285458	AC093827.5	3	0	3	0.5	0.3	0.69	0.19	0.39
ENSG00000164292	RHOBTB3	3	0	3	1.83	3.43	3.61	1.78	0.18
ENSG00000113296	THBS4	3	0	3	1.43	1.26	2.47	1.04	1.21
ENSG00000169252	ADRB2	3	0	3	7.28	5.4	8.37	1.09	2.97
ENSG00000170085	SIMC1	3	0	3	5.46	11.17	12.2	6.74	1.03
ENSG00000175471	MCTP1	3	0	3	0.66	0.31	0.68	0.02	0.37
ENSG00000113761	ZNF346	3	0	3	6.82	6.46	8.19	1.37	1.73
ENSG00000240184	PCDHGC3	3	0	3	1.56	1.84	3.94	2.38	2.1
ENSG00000184838	PRR16	3	0	3	2.43	1.4	2.8	0.37	1.4
ENSG00000161013	MGAT4B	3	0	3	78.18	56.13	81.58	3.39999999999999	25.45
ENSG00000164180	TMEM161B	3	0	3	7.55	5.54	8.82	1.27	3.28
ENSG00000205838	TTC23L	3	0	3	0.21	0.27	0.74	0.53	0.47
ENSG00000146063	TRIM41	3	0	3	12.28	16.66	18.03	5.75	1.37
ENSG00000229950	TFAP2A-AS1	3	0	3	0.44	0.66	1.89	1.45	1.23
ENSG00000112365	ZBTB24	3	0	3	3.3	3.94	5.3	2	1.36
ENSG00000135314	KHDC1	3	0	3	1.57	1.43	1.65	0.0799999999999998	0.22
ENSG00000213760	ATP6V1G2	3	0	3	2	0.85	2.69	0.69	1.84
ENSG00000204314	PRRT1	3	0	3	0.66	0.28	0.74	0.08	0.46
ENSG00000213676	ATF6B	3	0	3	20.09	21.3	22.48	2.39	1.18
ENSG00000124587	PEX6	3	0	3	3.86	4.44	5.57	1.71	1.13
ENSG00000112144	ICK	3	0	3	15.82	13.65	16.29	0.469999999999999	2.64
ENSG00000112406	HECA	3	0	3	2.59	2.28	2.91	0.32	0.63
ENSG00000204387	SNHG32	3	0	3	29.91	24.46	41.16	11.25	16.7
ENSG00000196787	H2AC11	3	0	3	1.29	1.81	2.08	0.79	0.27
ENSG00000178233	TMEM151B	3	0	3	0.02	0.09	0.1	0.08	0.01
ENSG00000146409	SLC18B1	3	0	3	3.84	1.87	3.97	0.13	2.1
ENSG00000112210	RAB23	3	0	3	2.62	2.62	3.21	0.59	0.59
ENSG00000279072	AC118758.3	3	0	3	0.05	0.06	0.07	0.02	0.01
ENSG00000234545	FAM133B	3	0	3	13.97	9.87	14.5	0.529999999999999	4.63
ENSG00000197150	ABCB8	3	0	3	28.04	26.07	28.05	0.0100000000000016	1.98
ENSG00000106638	TBL2	3	0	3	25.96	26.7	33.81	7.85	7.11
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	3	0	3	5.25	5.38	6.57	1.32	1.19
ENSG00000273344	PAXIP1-AS1	3	0	3	10.5	9.19	11.96	1.46	2.77
ENSG00000169919	GUSB	3	0	3	39.24	35.96	39.39	0.149999999999999	3.43
ENSG00000122592	HOXA7	3	0	3	0.41	0.52	0.57	0.16	0.0499999999999999
ENSG00000188732	FAM221A	3	0	3	4.09	3.21	4.35	0.26	1.14
ENSG00000122643	NT5C3A	3	0	3	7.45	5.54	8.74	1.29	3.2
ENSG00000170615	SLC26A5	3	0	3	0.07	0.07	0.13	0.06	0.06
ENSG00000160862	AZGP1	3	0	3	181.99	149.13	184.51	2.51999999999998	35.38
ENSG00000214765	SEPTIN7P2	3	0	3	7.08	4.31	7.32	0.24	3.01
ENSG00000244560	AC004890.2	3	0	3	4.99	4.63	5.58	0.59	0.95
ENSG00000106633	GCK	3	0	3	0.24	0.18	0.42	0.18	0.24
ENSG00000228878	SEPTIN7-AS1	3	0	3	0.58	0.16	0.74	0.16	0.58
ENSG00000178397	FAM220A	3	0	3	9.7	6.11	10.14	0.440000000000001	4.03
ENSG00000197275	RAD54B	3	0	3	7.48	6.1	9.58	2.1	3.48
ENSG00000070756	PABPC1	3	0	3	3514.84	3812.16	4321.57	806.73	509.41
ENSG00000136997	MYC	3	0	3	115.7	168.7	210.29	94.59	41.59
ENSG00000133872	SARAF	3	0	3	170.5	166.66	176.55	6.05000000000001	9.89000000000001
ENSG00000180155	LYNX1	3	0	3	11.62	11.36	16.72	5.1	5.36
ENSG00000275591	XKR5	3	0	3	0.16	0.16	0.2	0.04	0.04
ENSG00000198169	ZNF251	3	0	3	3.69	3.26	4.7	1.01	1.44
ENSG00000197191	CYSRT1	3	0	3	3.49	3.76	5.71	2.22	1.95
ENSG00000275549	STPG3-AS1	3	0	3	0.57	1.02	1.07	0.5	0.05
ENSG00000198113	TOR4A	3	0	3	0.18	0.28	0.3	0.12	0.02
ENSG00000198853	RUSC2	3	0	3	2.89	2.98	3.97	1.08	0.99
ENSG00000165699	TSC1	3	0	3	11.15	13.19	13.53	2.38	0.34
ENSG00000167113	COQ4	3	0	3	50.06	45.43	50.57	0.509999999999998	5.14
ENSG00000167123	CERCAM	3	0	3	0.84	0.69	1.27	0.43	0.58
ENSG00000235453	SMIM27	3	0	3	6.25	7.33	8.63	2.38	1.3
ENSG00000257524	AL157935.3	3	0	3	4.85	4.5	5.43	0.58	0.93
ENSG00000165072	MAMDC2	3	0	3	0.05	0.05	0.07	0.02	0.02
ENSG00000228430	AL162726.3	3	0	3	31.34	36.57	41.91	10.57	5.34
ENSG00000106701	FSD1L	3	0	3	0.37	0.56	0.73	0.36	0.17
ENSG00000023318	ERP44	3	0	3	11.56	11.32	12.25	0.69	0.93
ENSG00000215548	FRG1JP	3	0	3	2.01	1.02	2.32	0.31	1.3
ENSG00000170835	CEL	3	0	3	1.22	1.02	1.51	0.29	0.49
ENSG00000107021	TBC1D13	3	0	3	5.09	9.6	10.21	5.12	0.610000000000001
ENSG00000274847	MAFIP	3	0	3	0.38	0.74	1.61	1.23	0.87
ENSG00000184205	TSPYL2	3	0	3	19.14	14.12	20.57	1.43	6.45
ENSG00000071889	FAM3A	3	0	3	38.47	26.1	40.84	2.37	14.74
ENSG00000165194	PCDH19	3	0	3	0.01	0.01	0.02	0.01	0.01
ENSG00000183690	EFHC2	3	0	3	0.41	0.43	0.55	0.14	0.12
ENSG00000147100	SLC16A2	3	0	3	2.3	2.25	2.93	0.63	0.68
ENSG00000085185	BCORL1	3	0	3	4.55	5.02	5.2	0.65	0.180000000000001
ENSG00000102109	PCSK1N	3	0	3	9.73	9.02	10.1	0.369999999999999	1.08
ENSG00000169100	SLC25A6	3	0	3	164.87	182.14	219.58	54.71	37.44
ENSG00000269313	MAGIX	3	0	3	2.63	5.49	5.88	3.25	0.39
ENSG00000125931	CITED1	3	0	3	0.86	1.15	1.36	0.5	0.21
ENSG00000147144	CCDC120	3	0	3	4.49	6.28	6.57	2.08	0.29
ENSG00000050820	BCAR1	16	14	2	39.65	34.87	51.32	11.67	16.45
ENSG00000105656	ELL	11	9	2	10.06	8.26	10.4	0.34	2.14
ENSG00000011347	SYT7	9	7	2	17.25	23.11	24.68	7.43	1.57
ENSG00000167800	TBX10	9	7	2	2.27	3.01	3.23	0.96	0.22
ENSG00000121057	AKAP1	9	7	2	45.36	49.35	51.87	6.51	2.52
ENSG00000129911	KLF16	9	7	2	15.68	35.64	37.5	21.82	1.86
ENSG00000154930	ACSS1	9	7	2	4.52	5.78	8.01	3.49	2.23
ENSG00000103194	USP10	8	6	2	67.22	64.32	67.95	0.730000000000004	3.63000000000001
ENSG00000169247	SH3TC2	8	6	2	0.03	0.03	0.15	0.12	0.12
ENSG00000143842	SOX13	7	5	2	8.2	10.26	15.3	7.1	5.04
ENSG00000131061	ZNF341	7	5	2	2.78	2.63	3.21	0.43	0.58
ENSG00000204060	FOXO6	6	4	2	3.58	4.3	6.81	3.23	2.51
ENSG00000143515	ATP8B2	6	4	2	12.8	12.9	15.6	2.8	2.7
ENSG00000161642	ZNF385A	6	4	2	23.92	30.1	31.57	7.65	1.47
ENSG00000100600	LGMN	6	4	2	64.13	54.71	64.96	0.829999999999998	10.25
ENSG00000197588	KLKP1	6	4	2	11.71	21.28	28.95	17.24	7.67
ENSG00000183579	ZNRF3	6	4	2	4.35	3.93	4.42	0.0700000000000003	0.49
ENSG00000113269	RNF130	6	4	2	29.54	29.66	30.14	0.600000000000001	0.48
ENSG00000104529	EEF1D	6	4	2	388.88	329.44	399.61	10.73	70.17
ENSG00000166224	SGPL1	5	3	2	7.92	7.54	8.34	0.42	0.8
ENSG00000182704	TSKU	5	3	2	13.42	18.93	28.56	15.14	9.63
ENSG00000121380	BCL2L14	5	3	2	1.07	1.24	1.38	0.31	0.14
ENSG00000246548	LINC02288	5	3	2	0.13	0.09	0.34	0.21	0.25
ENSG00000109101	FOXN1	5	3	2	0.14	0.05	0.44	0.3	0.39
ENSG00000225057	AC012485.1	5	3	2	0.08	0.11	0.26	0.18	0.15
ENSG00000100324	TAB1	5	3	2	10.55	12.61	13.82	3.27	1.21
ENSG00000100429	HDAC10	5	3	2	13.11	15.12	18.31	5.2	3.19
ENSG00000185340	GAS2L1	5	3	2	18.18	34.01	39.71	21.53	5.7
ENSG00000281398	SNHG4	5	3	2	14.47	18.29	21.01	6.54	2.72
ENSG00000117020	AKT3	4	2	2	0.06	0.09	0.17	0.11	0.08
ENSG00000196517	SLC6A9	4	2	2	7.56	9.26	13.49	5.93	4.23
ENSG00000130643	CALY	4	2	2	0.04	0.12	0.35	0.31	0.23
ENSG00000149489	ROM1	4	2	2	2.13	2.8	3.12	0.99	0.32
ENSG00000117984	CTSD	4	2	2	215.97	200.59	217.13	1.16	16.54
ENSG00000172830	SSH3	4	2	2	22.51	26.74	30.73	8.22	3.99
ENSG00000082175	PGR	4	2	2	0.01	0.08	0.17	0.16	0.09
ENSG00000121653	MAPK8IP1	4	2	2	27.63	31.65	32.21	4.58	0.560000000000002
ENSG00000212694	LINC01089	4	2	2	6.06	4.26	6.18	0.12	1.92
